sample_candidate_key,source_sheet,source_row,source_no,source_category,source_brand,source_type,source_motif,vendor_key_candidate,vendor_key_confirmed,brand_confirmed,sku_confirmed,rack_number,box_number,quantity,status_candidate,current_borrower_name,notes,sample_status,blocker_reasons,decision_notes
sample_sheet1_r0102,Sheet1,102,85,Tile,Wisma sehati,HY-HG60064,,ven_c1ab493c45f7,,,,1,5,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_d953234b32b7
sample_sheet1_r0103,Sheet1,103,86,Tile,Wisma sehati,Elora sand stone,beige,ven_c1ab493c45f7,,,,1,5,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_6d5e59f31c64
sample_sheet1_r0104,Sheet1,104,87,Tile,Wisma sehati,Elora RC36802 cement,grey,ven_c1ab493c45f7,,,,1,5,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_95bfc784b41c
sample_sheet1_r0105,Sheet1,105,88,Tile,Wisma sehati,Elora K32303 terazo,White,ven_c1ab493c45f7,,,,1,5,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_569d464a6bf5
sample_sheet1_r0106,Sheet1,106,89,Tile,Wisma sehati,Elora RC36803 cement,Dark grey,ven_c1ab493c45f7,,,,1,5,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_2d0c48b004f2
sample_sheet1_r0107,Sheet1,107,90,Tile,Wisma sehati,Allia Antique Stone,Light Grey,ven_c1ab493c45f7,,,,1,5,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_bea37c6311ab
sample_sheet1_r0108,Sheet1,108,92,Tile,Wisma sehati,Allia mz120lismore,Light grey,ven_c1ab493c45f7,,,,1,5,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_13ad88fe874e
sample_sheet1_r0109,Sheet1,109,93,Tile,Wisma sehati,Elora Sand stone,Black,ven_c1ab493c45f7,,,,1,5,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_b02a8affc249
sample_sheet1_r0110,Sheet1,110,94,Tile,Wisma sehati,Elora sand stone,Grey,ven_c1ab493c45f7,,,,1,5,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_1f6c58155165
sample_sheet1_r0111,Sheet1,111,95,Tile,Wisma sehati,Rocky,Beige,ven_c1ab493c45f7,,,,1,5,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_895eab7b7125
sample_sheet1_r0112,Sheet1,112,96,Tile,Wisma sehati,Galaxy,Dark grey,ven_c1ab493c45f7,,,,1,5,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_d3e182587958
sample_sheet1_r0113,Sheet1,113,97,Tile,Wisma sehati,lava,Grey matt,ven_c1ab493c45f7,,,,1,5,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_14e65da7d131
sample_sheet1_r0114,Sheet1,114,98,Tile,Wisma sehati,Turkish sand stone,Dark grey,ven_c1ab493c45f7,,,,1,5,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_f4050b8e5f30
sample_sheet1_r0115,Sheet1,115,99,Tile,Wisma sehati,Burlington,Black matt,ven_c1ab493c45f7,,,,1,5,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_e56e8ddd88a1
sample_sheet1_r0116,Sheet1,116,100,Tile,Wisma sehati,Elora RC 36862,,ven_c1ab493c45f7,,,,1,5,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_99fd9063fa87
sample_sheet1_r0117,Sheet1,117,101,Tile,Wisma sehati,Kiel,Beige,ven_c1ab493c45f7,,,,1,5,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_699e8c98b137
sample_sheet1_r0118,Sheet1,118,102,Tile,Wisma sehati,Soho Ash 6003,,ven_c1ab493c45f7,,,,1,5,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_c296840fd616
sample_sheet1_r0119,Sheet1,119,103,Tile,Wisma sehati,Galaxy,Dark grey,ven_c1ab493c45f7,,,,1,5,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_d3e182587958
sample_sheet1_r0120,Sheet1,120,104,Tile,Wisma sehati,Allia MCP zh6497 Gravity,Light grey,ven_c1ab493c45f7,,,,1,5,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_be3d01054e9f
sample_sheet1_r0121,Sheet1,121,105,Tile,Wisma sehati,Opus almond,,ven_c1ab493c45f7,,,,1,5,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_5278df6cf65a
sample_sheet1_r0122,Sheet1,122,106,Tile,Wisma sehati,Elora K32303A terazo,Grey,ven_c1ab493c45f7,,,,1,5,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_619ac43034fc
sample_sheet1_r0123,Sheet1,123,107,Tile,Wisma sehati,Elora gravel stone,Beige,ven_c1ab493c45f7,,,,1,5,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_f27f8450bccc
sample_sheet1_r0124,Sheet1,124,108,Tile,Wisma sehati,Opus ash GJWOTASN01P,,ven_c1ab493c45f7,,,,1,5,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_6635fbc4fe2e
sample_sheet1_r0125,Sheet1,125,109,Tile,Wisma sehati,Allia Q9906D,,ven_c1ab493c45f7,,,,1,5,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_8e6aa3dfa108
sample_sheet1_r0126,Sheet1,126,110,Tile,Wisma sehati,Elora Gravel stone,Beige,ven_c1ab493c45f7,,,,1,5,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_f27f8450bccc
sample_sheet1_r0127,Sheet1,127,111,Tile,Wisma sehati,Opus Under,,ven_c1ab493c45f7,,,,1,5,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_654031829cc1
sample_sheet1_r0128,Sheet1,128,112,Tile,Wisma sehati,Elora stone light grey,,ven_c1ab493c45f7,,,,1,5,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_45b5ec720074
sample_sheet1_r0129,Sheet1,129,113,Tile,Wisma sehati,Rocky,Cream,ven_c1ab493c45f7,,,,1,5,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_aefd147cc734
sample_sheet1_r0130,Sheet1,130,114,Tile,Wisma sehati,Elora Gravel stone,Dark brown,ven_c1ab493c45f7,,,,1,5,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_5f14c1ef6f98
sample_sheet1_r0131,Sheet1,131,115,Tile,Wisma sehati,Elora Stone Age,Beige,ven_c1ab493c45f7,,,,1,5,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_8c14cf3b3adb
sample_sheet1_r0132,Sheet1,132,116,Tile,Wisma sehati,Galaxy brown rough,,ven_c1ab493c45f7,,,,1,5,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_db6b6749ca14
sample_sheet1_r0133,Sheet1,133,117,Tile,Wisma sehati,Impac ivory,,ven_c1ab493c45f7,,,,1,5,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_a39c9db624dc
sample_sheet1_r0134,Sheet1,134,118,Tile,Wisma sehati,lava,White matt,ven_c1ab493c45f7,,,,1,5,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_1b52b57f2e2b
sample_sheet1_r0135,Sheet1,135,119,Tile,Wisma sehati,Ice stone brown gizmatt 2.0,,ven_c1ab493c45f7,,,,1,5,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_f720d1b630f6
sample_sheet1_r0136,Sheet1,136,120,Tile,Niro,GHR 03,,,,,,1,6,1,BORROWED,Nofan,Sample untuk proyek CP,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Material candidate: matcand_sample_73dcfad2668f
sample_sheet1_r0137,Sheet1,137,91,Tile,Wisma sehati,Allia Q9908D Antique stone,Dark grey,ven_c1ab493c45f7,,,,1,6,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_c336b8001428
sample_sheet1_r0138,Sheet1,138,121,Tile,Niro,GIP 03,,,,,,1,6,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Material candidate: matcand_sample_94bb424ccd6e
sample_sheet1_r0139,Sheet1,139,122,Tile,Niro,GCA 01 MP,,,,,,1,6,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Material candidate: matcand_sample_c657f42c2d75
sample_sheet1_r0140,Sheet1,140,123,Tile,Niro,GHR 05,,,,,,1,6,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Material candidate: matcand_sample_6101d5bf0a16
sample_sheet1_r0141,Sheet1,141,124,Tile,Niro,GNX 04,,,,,,1,6,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Material candidate: matcand_sample_a1c8d0f11998
sample_sheet1_r0142,Sheet1,142,125,Tile,Niro,GTZ 01,,,,,,1,6,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Material candidate: matcand_sample_99c9bb8ecb8b
sample_sheet1_r0143,Sheet1,143,126,Tile,Niro,GTE 05 MP,,,,,,1,6,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Material candidate: matcand_sample_abfa73dcfa04
sample_sheet1_r0144,Sheet1,144,127,Tile,Niro,GPB 05,,,,,,1,6,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Material candidate: matcand_sample_0a7e6d683d0a
sample_sheet1_r0145,Sheet1,145,,Tile,Niro,Clay art GCA04,Matt,,,,,1,6,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Material candidate: matcand_sample_d65f9977f5d5
sample_sheet1_r0146,Sheet1,146,,Tile,Niro,Plar black GPB03 moon rock,Matt,,,,,1,6,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Material candidate: matcand_sample_3a339e0f3d7b
sample_sheet1_r0147,Sheet1,147,,Tile,Niro,Urbane GUR05 Berlin,,,,,,1,6,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Material candidate: matcand_sample_0513101196f6
sample_sheet1_r0148,Sheet1,148,,Tile,Granito,Stardust vesta,,ven_1ff42278ed14,,,,1,6,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_6cf4708aa5c9
sample_sheet1_r0149,Sheet1,149,,Tile,Granito,Stardust universe,,ven_1ff42278ed14,,,,1,6,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_9d82f26df7c8
sample_sheet1_r0150,Sheet1,150,,Tile,Granito,Stardust minerva,,ven_1ff42278ed14,,,,1,6,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_92392d5ecc29
sample_sheet1_r0151,Sheet1,151,,Tile,Granito,Stardust moonlight,,ven_1ff42278ed14,,,,1,6,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_7fcde0a4f318
sample_sheet1_r0152,Sheet1,152,,Tile,Granito,Stardust Pallas,,ven_1ff42278ed14,,,,1,6,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_e25b80020233
sample_sheet1_r0153,Sheet1,153,,Tile,Granito,Stardust Eris,,ven_1ff42278ed14,,,,1,6,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_af4cd4d8f70c
sample_sheet1_r0154,Sheet1,154,,Tile,Granito,Stardust Lyra,,ven_1ff42278ed14,,,,1,6,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_c9c265e9f07f
sample_sheet1_r0155,Sheet1,155,145,Tile,Niro,GNL 01 mp,,,,,,1,7,1,BORROWED,Berkah,Di ambil mas ber,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Material candidate: matcand_sample_fe2f8b8c850e
sample_sheet1_r0156,Sheet1,156,128,Tile,Guocera,Sugi grey wood,,,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Material candidate: matcand_sample_63c234534fef
sample_sheet1_r0157,Sheet1,157,129,Tile,Roman,GT612210R,Dalder maple,,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Material candidate: matcand_sample_74b57a28fc24
sample_sheet1_r0158,Sheet1,158,130,Tile,Roman,Douglas wood,,,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Material candidate: matcand_sample_21c30a195126
sample_sheet1_r0159,Sheet1,159,131,Tile,Roman,GT912201R,Beige,,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Material candidate: matcand_sample_c7e9e6fc9e43
sample_sheet1_r0160,Sheet1,160,132,Tile,DPhaus,Terrazo blue chip,,ven_68902a22673b,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_267d6c817724
sample_sheet1_r0161,Sheet1,161,133,Tile,Roman,Magnum terrazo,White,,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Material candidate: matcand_sample_3efc4409cb82
sample_sheet1_r0162,Sheet1,162,134,Tile,DPhaus,Terrazo palermo,,ven_68902a22673b,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_8a1c86906df9
sample_sheet1_r0163,Sheet1,163,135,Tile,DPhaus,Trrazo pantone,,ven_68902a22673b,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_0dec5032e311
sample_sheet1_r0164,Sheet1,164,136,Tile,Roman,GT1225502R,,,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Material candidate: matcand_sample_bcef1bfdb505
sample_sheet1_r0165,Sheet1,165,137,Tile,DPhaus,Teak Chik latte,Brown,ven_68902a22673b,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_4d6c45cd3c63
sample_sheet1_r0166,Sheet1,166,138,Tile,DPhaus,Makore grey wood series,Grey,ven_68902a22673b,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_f75119e14bdf
sample_sheet1_r0167,Sheet1,167,139,Tile,DPhaus,Makore coffee,grey,ven_68902a22673b,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_fe1a38e3b4b4
sample_sheet1_r0168,Sheet1,168,140,Tile,DPhaus,Makore coffee,,ven_68902a22673b,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_d194176b4151
sample_sheet1_r0169,Sheet1,169,141,Tile,DPhaus,Makore grey wood series,,ven_68902a22673b,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_e84e404edf99
sample_sheet1_r0170,Sheet1,170,142,Tile,Roman,GT1225501R,,,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Material candidate: matcand_sample_06b37cdf1d24
sample_sheet1_r0171,Sheet1,171,143,Tile,Quadra,Dolomiti Bianco,,,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Material candidate: matcand_sample_efed4ef7d31a
sample_sheet1_r0172,Sheet1,172,144,Tile,Quadra,Statuario Marmi,,,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Material candidate: matcand_sample_5fa355d20c18
sample_sheet1_r0173,Sheet1,173,146,Tile,Niro,GGE 02 DC,,,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Material candidate: matcand_sample_1d4ff15d5444
sample_sheet1_r0174,Sheet1,174,149,Tile,Niro,GNT 02 matt,,,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Material candidate: matcand_sample_9e18c57a368e
sample_sheet1_r0175,Sheet1,175,147,Tile,Titanium,Terrazo pompei,Grey,ven_d37f48d80411,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_67e6739bbc80
sample_sheet1_r0176,Sheet1,176,148,Tile,Elegenza,Nantucket,ash white,,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Material candidate: matcand_sample_f5a43b8c8cd0
sample_sheet1_r0177,Sheet1,177,150,Tile,Niro,GCU 03 mp,Ash grey,,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Material candidate: matcand_sample_a3c67951e17e
sample_sheet1_r0178,Sheet1,178,151,Tile,Niro,GNL 01 mp,,,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Material candidate: matcand_sample_fe2f8b8c850e
sample_sheet1_r0179,Sheet1,179,152,Tile,Niro,Granulo GNL 01 Matt,,,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Material candidate: matcand_sample_f4572bf26212
sample_sheet1_r0180,Sheet1,180,153,Tile,Niro,Granulo GNL 03,Bege,,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Material candidate: matcand_sample_a87c120de508
sample_sheet1_r0181,Sheet1,181,154,Tile,Roman,GT602136R,Dayton beige,,,,,1,7,1,BORROWED,berkah,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Material candidate: matcand_sample_b34e97f697c3
sample_sheet1_r0182,Sheet1,182,155,Tile,Elegenza,Nantucket,pine,,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Material candidate: matcand_sample_7bcac91222b3
sample_sheet1_r0183,Sheet1,183,156,Tile,DPhaus,Terrazo pantone,Lapato,ven_68902a22673b,,,,1,7,1,BORROWED,berkah,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_03c5fd51d5fe
sample_sheet1_r0184,Sheet1,184,157,Tile,Wisma sehati,Opus terrazone almond,,ven_c1ab493c45f7,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_b353c230dae7
sample_sheet1_r0185,Sheet1,185,158,Tile,Roman,GT915522R,Brown,,,,,1,7,1,BORROWED,berkah,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Material candidate: matcand_sample_c9d03feaa232
sample_sheet1_r0186,Sheet1,186,159,Tile,Venus,Takko pink ballerina wave glossy,Pink,ven_b8b22aedc372,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_11f2313a2f33
sample_sheet1_r0187,Sheet1,187,160,Tile,Venus,Takko fancy pistachio wave glossy,,ven_b8b22aedc372,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_29b764bf428a
sample_sheet1_r0188,Sheet1,188,161,Tile,Venus,Takko haze red scarlet glossy,,ven_b8b22aedc372,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_2b19996cdb72
sample_sheet1_r0189,Sheet1,189,162,Tile,Venus,Mosaico terracotta,Red,ven_b8b22aedc372,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_80bc893c9cd0
sample_sheet1_r0190,Sheet1,190,163,Tile,Venus,Mosaico,Green,ven_b8b22aedc372,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_d55e83b7332e
sample_sheet1_r0191,Sheet1,191,164,Sample cat,,Dulux 21BG45/002,Alloy Touch,,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat; Brand kosong,Material candidate: matcand_sample_257c69436f2e
sample_sheet1_r0192,Sheet1,192,165,Sample cat,,Dulux 50YR75/111,Pink Chamagne,,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat; Brand kosong,Material candidate: matcand_sample_b9064b91fe47
sample_sheet1_r0193,Sheet1,193,166,Sample cat,,Dulux 51YR83/054,French Manicure,,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat; Brand kosong,Material candidate: matcand_sample_13e1ce6bff22
sample_sheet1_r0194,Sheet1,194,167,Sample cat,,Dulux 20YY38/225,Sable Sands,,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat; Brand kosong,Material candidate: matcand_sample_e0acb0a00d7f
sample_sheet1_r0195,Sheet1,195,168,Sample cat,,Black Satin,Black Satin,,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat; Brand kosong,Material candidate: matcand_sample_caabd9505aa2
sample_sheet1_r0196,Sheet1,196,169,Sample cat,,Dulux 22YR18/488,Routelle Red,,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat; Brand kosong,Material candidate: matcand_sample_35b4b7609e1e
sample_sheet1_r0197,Sheet1,197,170,Sample cat,,,Dark Grey,,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat; Brand kosong; Tipe/seri kosong,Material candidate: matcand_sample_bd35682af717
sample_sheet1_r0198,Sheet1,198,171,Tile,Infiniti,Concrete stone,White,ven_b0fbddb4123c,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_6b85260c49f4
