candidate_key,source_context,source_sheet,source_rows,vendor_key_candidate,vendor_key_confirmed,brand_candidate,brand_confirmed,category_tags_candidate,category_tags_confirmed,source_product_or_type,product_name_confirmed,sku_confirmed,motif_candidate,reference_url_candidate,folder_url_candidate,price_before_discount,price_after_discount,price_unit,material_status,bq_status,blocker_reasons,decision_notes
matcand_list_r0157,LIST_DIRECTORY,List,157,ven_5e31bd9b2818,,GMR Marble,,Wall Finishing|Granit|Marmer|Onyx,,"Granit, Marmer, Onyx",,,,,https://drive.google.com/drive/folders/1zgaN6uX-aM5wNhceV5ZkWuXSCgS0C0ft,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0158,LIST_DIRECTORY,List,158,ven_d05d45d50213,,Grandome Indonesia,,Furniture|Home Furniture,,Home Furniture,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0159,LIST_DIRECTORY,List,159,ven_1ff42278ed14,,Granito,,Flooring|Ceramics,,Ceramics,,,,https://granito.co.id/wp-content/uploads/2025/06/Katalog-Granito-The-Perfect-2-Jun-2025-DIGITAL-SHARE-2.pdf,https://drive.google.com/drive/folders/1cWSx5ofldhVi8xMlSj9t2lJyAvypFBd6?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0160,LIST_DIRECTORY,List,160,ven_939258615867,,Granroof,,Canopy,,,,,,https://online.fliphtml5.com/imiiz/slnv/,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0161,LIST_DIRECTORY,List,161,ven_2ec8a2d6c77b,,Green Alu,,Door & Window|Aluminium Window & Door,,Aluminium Window & Door,,,,,https://drive.google.com/drive/folders/1iwHQg3nO1cCZpI1wTak56vCA3iJjz8Oo?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0162,LIST_DIRECTORY,List,162,ven_a1ed656e82e1,,Green Leaves,,Accessories|Rugs|Carpet|Decorative Carpet,,"Rugs/Carpet, Decorative Carpet",,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0163,LIST_DIRECTORY,List,163,ven_59a0a9b4b273,,Green Teak,,Flooring|Vinyl Tiles,,Vinyl Tiles,,,,,https://drive.google.com/drive/folders/1XNmAvmK4TmovZrunhuafe8HP_amne9s-?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0164,LIST_DIRECTORY,List,164,ven_59a0a9b4b273,,Green Teak,,Flooring|Vinyl Roll,,Vinyl Roll,,,,,https://drive.google.com/drive/folders/1XNmAvmK4TmovZrunhuafe8HP_amne9s-?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0165,LIST_DIRECTORY,List,165,ven_59a0a9b4b273,,Green Teak,,Wall Finishing|WPC,,WPC,,,,,https://drive.google.com/drive/folders/1XNmAvmK4TmovZrunhuafe8HP_amne9s-?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0166,LIST_DIRECTORY,List,166,ven_c00a073f0582,,"Habitat, Milan Tiles",,Flooring|Ceramics,,Ceramics,,,,,https://drive.google.com/drive/folders/1qVgYn8mlOygarIUvQS0KyxZy9j2U1azX?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0167,LIST_DIRECTORY,List,167,ven_c00a073f0582,,"Habitat, Milan Tiles",,Wall Finishing|Ceramics,,Ceramics,,,,,https://drive.google.com/drive/folders/1qVgYn8mlOygarIUvQS0KyxZy9j2U1azX?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0168,LIST_DIRECTORY,List,168,ven_f179f6cc9968,,Habitus Concept,,Hardware|Handle & Knobs,,Handle & Knobs,,,,,https://drive.google.com/drive/folders/1Pz5I2zTMjQw4L9PMCbejz38-p-HbgjNC?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0169,LIST_DIRECTORY,List,169,ven_67187b2a8b9a,,Hafele,,Hardware|Fitting & Accessories,,Fitting & Accessories,,,,https://drive.google.com/file/d/1dtwMJPzIrxUVzNxJsBYswE2-DkqAl_DX/view?usp=drivesdk,https://drive.google.com/drive/folders/1uM-8rU0jjPKVcAzP4f_rWLshQC2QaiMd,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0170,LIST_DIRECTORY,List,170,ven_ec7c23a2ceed,,Hale Magis,,Decorative|Home Decorations,,Home Decorations,,,,,https://drive.google.com/drive/folders/1pgCnPTdKt2G9aO3myZnGPMLmWWN6Rrih?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0171,LIST_DIRECTORY,List,171,ven_c1f76e1cdc6a,,Harfit,,Door|Sliding|Folding Door,,Sliding/Folding Door,,,,,https://drive.google.com/drive/folders/16jfx42to-3Xsd7XrVeajNumaq2JK3M_m?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0172,LIST_DIRECTORY,List,172,ven_c1f76e1cdc6a,,Harfit,,Hardware|Kitchen Hardware,,Kitchen Hardware,,,,,https://drive.google.com/drive/folders/16jfx42to-3Xsd7XrVeajNumaq2JK3M_m?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0173,LIST_DIRECTORY,List,173,ven_c1f76e1cdc6a,,Harfit,,Hardware,,Hardware,,,,,https://drive.google.com/drive/folders/16jfx42to-3Xsd7XrVeajNumaq2JK3M_m?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0174,LIST_DIRECTORY,List,174,ven_c1f76e1cdc6a,,Harfit,,Hardware|Hinge,,Hinge,,,,,https://drive.google.com/drive/folders/16jfx42to-3Xsd7XrVeajNumaq2JK3M_m?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0175,LIST_DIRECTORY,List,175,ven_c1f76e1cdc6a,,Harfit,,Hardware|Drawer runner,,Drawer runner,,,,,https://drive.google.com/drive/folders/16jfx42to-3Xsd7XrVeajNumaq2JK3M_m?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0176,LIST_DIRECTORY,List,176,ven_c1f76e1cdc6a,,Harfit,,Hardware|Kitchenware,,Kitchenware,,,,,https://drive.google.com/drive/folders/16jfx42to-3Xsd7XrVeajNumaq2JK3M_m?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0177,LIST_DIRECTORY,List,177,ven_c1f76e1cdc6a,,Harfit,,Hardware|Fitting & Accessories,,Fitting & Accessories,,,,,https://drive.google.com/drive/folders/16jfx42to-3Xsd7XrVeajNumaq2JK3M_m?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0178,LIST_DIRECTORY,List,178,ven_c1f76e1cdc6a,,Harfit,,Hardware|Home Improvement,,Home Improvement,,,,,https://drive.google.com/drive/folders/16jfx42to-3Xsd7XrVeajNumaq2JK3M_m?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0179,LIST_DIRECTORY,List,179,ven_c1f76e1cdc6a,,Harfit,,Materials|Aluminium Profile,,Aluminium Profile,,,,,https://drive.google.com/drive/folders/16jfx42to-3Xsd7XrVeajNumaq2JK3M_m?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0180,LIST_DIRECTORY,List,180,ven_9a5c65e45b2b,,High Point,,Furniture,,,,,,,https://drive.google.com/drive/folders/1qnkVjLTbsMphdboWZP6O6Ey62M_l7ggV?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0181,LIST_DIRECTORY,List,181,ven_9a5c65e45b2b,,High Point,,Furniture|Office Furniture,,Office Furniture,,,,,https://drive.google.com/drive/folders/1qnkVjLTbsMphdboWZP6O6Ey62M_l7ggV?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0182,LIST_DIRECTORY,List,182,ven_9a5c65e45b2b,,High Point,,Wall Finishing|Acoustic Panel,,Acoustic Panel,,,,,https://drive.google.com/drive/folders/1qnkVjLTbsMphdboWZP6O6Ey62M_l7ggV?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0183,LIST_DIRECTORY,List,183,ven_b06889103703,,Higold,,Hardware|Kitchen Fittings - Wardrobe Fittings,,Kitchen Fittings - Wardrobe Fittings,,,,https://gantara.id/product/?fbclid=PAVERFWANIIDZleHRuA2FlbQIxMQABp3wwawd0Mo4gFcFmWBb649nrjas1wDr42oQkvbSxljxSSznVHOZzuRnKcFuv_aem_kE71g4e3Fo9O_z_YwZlvuQ,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0184,LIST_DIRECTORY,List,184,ven_5d5d130af2ea,,Idecemerlang,,Lighting|Hanging Lamp,,Hanging Lamp,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0185,LIST_DIRECTORY,List,185,ven_a26ab4c0c0f4,,Idefab,,Fabric|Fabric - Leather - Curtain,,Fabric - Leather - Curtain,,,,,https://drive.google.com/drive/folders/1LvpNc4AQ-zkhaZZSpSqovWwlYL8-uaFs?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0186,LIST_DIRECTORY,List,186,ven_131b8fef76fd,,Iluma,,Lighting|Chandelier,,Chandelier,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0187,LIST_DIRECTORY,List,187,ven_d83e31f2d681,,Iluma Lighting,,Lighting|Wall Lamp - Floor Lamp,,Wall Lamp - Floor Lamp,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0188,LIST_DIRECTORY,List,188,ven_8dffa06cd9a2,,INAX,,Flooring,,,,,,,https://drive.google.com/drive/folders/1aEGVAv6bAekrvIUccuNcQbCadoXjNWdx?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0189,LIST_DIRECTORY,List,189,ven_8dffa06cd9a2,,INAX,,Wall Finishing|Mosaic,,Mosaic,,,,,https://drive.google.com/drive/folders/1aEGVAv6bAekrvIUccuNcQbCadoXjNWdx?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0190,LIST_DIRECTORY,List,190,ven_6715fea65fad,,Indah Alam,,Decorative|Artificial Flowers|Plants,,"Artificial Flowers, Plants",,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0191,LIST_DIRECTORY,List,191,ven_df6cde4db8e1,,Indie.furn,,Furniture|Custom Furniture,,Custom Furniture,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0192,LIST_DIRECTORY,List,192,ven_a95dcaf2644e,,Indogress,,Flooring|Ceramic - Bigslab - Marble - Wood - Industrial - Stone - Art,,Ceramic - Bigslab - Marble - Wood - Industrial - Stone - Art,,,,https://indogress.com/wp-content/uploads/2023/08/INDOGRESS-Regular-2025.pdf?fbclid=PARlRTSAN1P5tleHRuA2FlbQIxMQABp3Kh615YORhDx7f_6GetQ1TzH1wti3FdP5Q1a2RNuO6vBRi7fpALrY9ULmC6_aem_F73VWGaIrZ_5lQ-6mBAODQ,https://indogress.com/wp-content/uploads/2023/08/INDOGRESS-BIGSlab-2025.pdf?fbclid=PARlRTSAN1P7JleHRuA2FlbQIxMQABp3Kh615YORhDx7f_6GetQ1TzH1wti3FdP5Q1a2RNuO6vBRi7fpALrY9ULmC6_aem_F73VWGaIrZ_5lQ-6mBAODQ,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0193,LIST_DIRECTORY,List,193,ven_abc55f73dad5,,Indospace,,Furniture|Chair,,Chair,,,,,https://drive.google.com/drive/u/3/my-drive,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0194,LIST_DIRECTORY,List,194,ven_b0fbddb4123c,,Infiniti,,Tiles|Granite Tiles,,Granite Tiles,,,,https://www.titaniumgranite.com/products/?swoof=1&brand=infiniti,https://drive.google.com/drive/folders/1e1sc4b1iiGllX23NqYOHbBAa9ytEojZd?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0195,LIST_DIRECTORY,List,195,ven_5ca04f4cf64b,,Inka Glass,,Glass|Glass - Folding Glass,,Glass - Folding Glass,,,,https://www.inkaglass.com/frameless%20sliding%20glass%20door.html,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0196,LIST_DIRECTORY,List,196,ven_236b51eb064f,,Inome Houseware,,Decorative|Tableware,,Tableware,,,,https://shopee.co.id/inome_houseware,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0197,LIST_DIRECTORY,List,197,ven_11b26a3fab78,,Inston,,Flooring|Beton,,Beton,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0198,LIST_DIRECTORY,List,198,ven_0ee811b5ad8c,,Interiorfurniturestore,,Furniture|Loose Furniture,,Loose Furniture,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0199,LIST_DIRECTORY,List,199,ven_de53b2c64fcc,,Inti Solar,,Installation|Water Heater,,Water Heater,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0200,LIST_DIRECTORY,List,200,ven_1c823031c735,,Jati Tari Meubel,,Furniture|Loose Furniture,,Loose Furniture,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0201,LIST_DIRECTORY,List,201,ven_86e59e7028b6,,JSM Lighting by Skylite,,Lighting|General Lighting|Special Lighting,,"General Lighting, Special Lighting",,,,,https://drive.google.com/drive/folders/1ZqE1XTtvfxnMYrZ7nVd8WRSg9tRXBdsd?usp=share_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0202,LIST_DIRECTORY,List,202,ven_6f04229ee25c,,Kacaruma,,Door & Window|Aluminium Window & Door,,Aluminium Window & Door,,,,https://kacaruma.com/commercial/,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0203,LIST_DIRECTORY,List,203,ven_fb07fe30d11b,,Kai Space - Kai Gallery,,Furniture|Office|Kitchen,,"Office, Kitchen",,,,https://www.tokopedia.com/kaispaceofficial/product,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0204,LIST_DIRECTORY,List,204,ven_8753e447e2c2,,Kaiiliving,,Engineering Wood|Wood & Panel Furniture|Wood Deck,,"Wood & Panel Furniture, Wood Deck",,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0205,LIST_DIRECTORY,List,205,ven_34b86361e18a,,Kaisheng,,Door & Window|UPVC - Steel Door,,UPVC - Steel Door,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0206,LIST_DIRECTORY,List,206,ven_0e5d187b3e53,,Kammer,,Finishing|Marbles,,Marbles,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0207,LIST_DIRECTORY,List,207,ven_0e5d187b3e53,,Kammer,,Flooring|Terrazzo,,Terrazzo,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0208,LIST_DIRECTORY,List,208,ven_0e5d187b3e53,,Kammer,,Wall Finishing|Marmer,,Marmer,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0209,LIST_DIRECTORY,List,209,ven_76c17381af93,,Karang Pilang,,Finishing|Decorative Brick,,Decorative Brick,,,,https://www.tokopedia.com/karangpilangjakarta?utm_source=whatsapp&utm_medium=share&utm_campaign=Shop-6920938-541666-230622&_branch_match_id=765074945979680988&_branch_referrer=H4sIAAAAAAAAA8soKSkottLXL8nPzi9ITclM1MvJzMvW9zQI8nFxC843LUyyrytKTUstKsrMS49PKsovL04tsnXOKMrPTQUABqR80zwAAAA%3D,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0210,LIST_DIRECTORY,List,210,ven_655c0110d494,,Karya Graha Cemerlang,,Tiles|Ceramic|Mosaic,,"Ceramic, Mosaic",,,,https://www.tokopedia.com/kgcemerlang?_branch_match_id=1394971922199593842&utm_source=sellerchannel&utm_campaign=Shop-0-836306-0&utm_medium=share&_branch_referrer=H4sIAAAAAAAAA8soKSkottLXL8nPzi9ITclM1MvJzMvWz05PTs1NLcpJzEu3rytKTUstKsrMS49PKsovL04tsnXOKMrPTQUA9rgq%2BjwAAAA%3D,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0211,LIST_DIRECTORY,List,211,ven_cd7d80c914c8,,Katta Indonesia,,Furniture|Loose Furniture - Sofa|Arm Chair|Dining Chair,,"Loose Furniture - Sofa, Arm Chair, Dining Chair",,,,https://d1fdloi71mui9q.cloudfront.net/t8aosAEiRveSe1hxQ4xD_KATTA%20Indonesia%20Brochure.pdf?fbclid=PARlRTSANe_51leHRuA2FlbQIxMQABp0JNLTs7rpIlDDS99E5oXtjOkvJoYNuTIsvFTdocr9sM1cSW8FK-uGyiax8q_aem_n3SOZJeKgo6wl0p-WI1MJg,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0212,LIST_DIRECTORY,List,212,ven_d99f9b9062d1,,Kayu Alam,,Wall Finishing|Wood,,Wood,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0213,LIST_DIRECTORY,List,213,ven_8f87dd224ae5,,Kayu Asri,,Finishing|WPC,,WPC,,,,,https://drive.google.com/file/d/1CArHA267dwZrIBgRXY-RHzaSctecLuiV/view,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0214,LIST_DIRECTORY,List,214,ven_f7a18745a428,,Kayu Emas,,Furniture|Loose Furniture,,Loose Furniture,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0215,LIST_DIRECTORY,List,215,ven_91318d139327,,Kayu Lapis Indonesia,,Wall Finishing & Flooring|Decorative Panel|Wall Cladding|Wood Flooring,,"Decorative Panel, Wall Cladding, Wood Flooring",,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0216,LIST_DIRECTORY,List,216,ven_91318d139327,,Kayu Lapis Indonesia,,Wood|Decorative Wood|Wood Building Component|Plywood,,"Decorative Wood, Wood Building Component, Plywood",,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0217,LIST_DIRECTORY,List,217,ven_d1eb8aaf61cc,,KD Panels,,Finishing|Panel Veneer,,Panel Veneer,,,,https://keding-global.com/product/eco⁺-laminates/,https://drive.google.com/drive/folders/1D14gVAoDpze8bgrvZ0x7er7VIxTsgq5Z?usp=share_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0218,LIST_DIRECTORY,List,218,ven_3e33ff231d04,,Kertasive,,Finishing|Interior Film - PVC Sheet,,Interior Film - PVC Sheet,,,,https://online.anyflip.com/hzpuf/jkov/mobile/index.html?fbclid=PARlRTSANfBIRleHRuA2FlbQIxMAABp1CLDlY8gp2TCa7MKZ2-2qiqxwwYaA-k7wvQ8kokPJt4cyNYZPq0Q2Rceurw_aem_gLUltcchw_qO9J2TLbc4tQ,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0219,LIST_DIRECTORY,List,219,ven_32e7ed0a463c,,Kitto Furniture,,Furniture|Loose Furbiture (Chair - Table),,Loose Furbiture (Chair - Table),,,,,https://drive.google.com/drive/folders/1Q00psvrC8RyhNomj1Tbxp7rMzh8iRrRK?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0220,LIST_DIRECTORY,List,220,ven_f038fb53bba7,,Knobs And Pulls,,Hardware|Knob - Handle,,Knob - Handle,,,,https://www.tokopedia.com/knobsandpulls,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0221,LIST_DIRECTORY,List,221,ven_7bab18bf0925,,Kodai Door,,Materials|Steel Door - Aluminium Door - Wooden Door,,Steel Door - Aluminium Door - Wooden Door,,,,https://www.tokopedia.com/kodaisteel,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0222,LIST_DIRECTORY,List,222,ven_23bef74fe7b1,,Koru,,Flooring|Vinyl - SPC,,Vinyl - SPC,,,,https://www.tokopedia.com/europeenchanting,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0223,LIST_DIRECTORY,List,223,ven_23bef74fe7b1,,Koru,,Wall Finishing|Modified Clay Material - Bamboo Charcoal Wall Panel,,Modified Clay Material - Bamboo Charcoal Wall Panel,,,,https://www.tokopedia.com/europeenchanting,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
