severity,entity_type,source_sheet,source_row,source_key,issue_code,issue_detail,suggested_action
BLOCKER,MaterialCandidate,List,208,matcand_list_r0208,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,209,matcand_list_r0209,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,210,matcand_list_r0210,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,211,matcand_list_r0211,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,212,matcand_list_r0212,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,213,matcand_list_r0213,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,214,matcand_list_r0214,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,215,matcand_list_r0215,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,216,matcand_list_r0216,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,217,matcand_list_r0217,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,218,matcand_list_r0218,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,219,matcand_list_r0219,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,220,matcand_list_r0220,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,221,matcand_list_r0221,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,222,matcand_list_r0222,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,223,matcand_list_r0223,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,224,matcand_list_r0224,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,225,matcand_list_r0225,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,226,matcand_list_r0226,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,227,matcand_list_r0227,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,228,matcand_list_r0228,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,229,matcand_list_r0229,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,230,matcand_list_r0230,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,231,matcand_list_r0231,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,232,matcand_list_r0232,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,233,matcand_list_r0233,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,234,matcand_list_r0234,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,235,matcand_list_r0235,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,236,matcand_list_r0236,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,237,matcand_list_r0237,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,238,matcand_list_r0238,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,239,matcand_list_r0239,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,240,matcand_list_r0240,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,241,matcand_list_r0241,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,242,matcand_list_r0242,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,243,matcand_list_r0243,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,244,matcand_list_r0244,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,245,matcand_list_r0245,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,246,matcand_list_r0246,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,247,matcand_list_r0247,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,248,matcand_list_r0248,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,249,matcand_list_r0249,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,250,matcand_list_r0250,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,251,matcand_list_r0251,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,252,matcand_list_r0252,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,253,matcand_list_r0253,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,254,matcand_list_r0254,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,255,matcand_list_r0255,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,256,matcand_list_r0256,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,257,matcand_list_r0257,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,258,matcand_list_r0258,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,259,matcand_list_r0259,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,260,matcand_list_r0260,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,261,matcand_list_r0261,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,262,matcand_list_r0262,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,263,matcand_list_r0263,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,264,matcand_list_r0264,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,265,matcand_list_r0265,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,266,matcand_list_r0266,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,267,matcand_list_r0267,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,268,matcand_list_r0268,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,269,matcand_list_r0269,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,270,matcand_list_r0270,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,271,matcand_list_r0271,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,272,matcand_list_r0272,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,273,matcand_list_r0273,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,274,matcand_list_r0274,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,275,matcand_list_r0275,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,276,matcand_list_r0276,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,277,matcand_list_r0277,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,278,matcand_list_r0278,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,279,matcand_list_r0279,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,280,matcand_list_r0280,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,281,matcand_list_r0281,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,282,matcand_list_r0282,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
