vendor_row_id,canonical_brand_name,category_raw,tags,product_family_name,reference_url,folder_url,source_notes,jess_status,curated_by,active_status,verified_at,source_sheet,source_row,source_checksum,needs_review_multiline
v0065,Chroma Asia,Wall Finishing,"[""Wall Finishing""]","Liquid Wallcovering, Special Paint Effect","https://chromaasia.com/catalog

https://chromaasia.com/nappa-neuwall

https://chromaasia.com/sabbia-neuwall

https://chromaasia.com/seta8-neuwall",,,VERIFIED_GREEN,Jessica,ACTIVE,,List,81,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0066,Cipta Semula Laminates,Finishing,"[""Finishing""]",HPL,"https://ciptasemula.com/shop/

https://ciptasemula.com/download-e-catalog/",,,VERIFIED_GREEN,Jessica,ACTIVE,,List,82,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0067,Citatah,Stones,"[""Stones""]",Mosaic,,https://drive.google.com/drive/folders/1gS8uQ2Nt7clVWiYNV4XlrLYyV-9ahErd?usp=drive_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,83,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0067,Citatah,Stones,"[""Stones""]",Quartz surface,,https://drive.google.com/drive/folders/1gS8uQ2Nt7clVWiYNV4XlrLYyV-9ahErd?usp=drive_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,84,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0067,Citatah,Stones,"[""Stones""]",Natural stone,,https://drive.google.com/drive/folders/1gS8uQ2Nt7clVWiYNV4XlrLYyV-9ahErd?usp=drive_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,85,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0067,Citatah,Stones,"[""Stones""]",Leather Tiles,,https://drive.google.com/drive/folders/1gS8uQ2Nt7clVWiYNV4XlrLYyV-9ahErd?usp=drive_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,86,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0067,Citatah,Stones,"[""Stones""]",Acrylic solid surface,,https://drive.google.com/drive/folders/1gS8uQ2Nt7clVWiYNV4XlrLYyV-9ahErd?usp=drive_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,87,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0067,Citatah,Stones,"[""Stones""]",Technical stone,,https://drive.google.com/drive/folders/1gS8uQ2Nt7clVWiYNV4XlrLYyV-9ahErd?usp=drive_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,88,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0068,Clayxible,Wall Finishing,"[""Wall Finishing""]",Stone,,https://drive.google.com/drive/folders/1qy6Mkh9xx-gzFK4oU28LifAK2WDtiKtN?usp=drive_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,89,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0069,Colortek,Finishing,"[""Finishing""]",Decorative Paints & Flooring,,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,90,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0070,Coloursofchroma,Wall Finishing,"[""Wall Finishing""]",Liquid Metal - Premium Liquid Wallpaper,,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,91,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0071,Cordial,Furniture,"[""Furniture""]",Smart Furniture,"https://sites.google.com/cordialels.com/cordial/cordial

https://sites.google.com/cordialels.com/cordial/fursys

https://sites.google.com/cordialels.com/cordial/artmatrix",,"Furys, iloom, SIDIZ",VERIFIED_GREEN,Jessica,ACTIVE,,List,92,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0072,Creative Lighting Asia,Lighting,"[""Lighting""]",,,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,93,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0073,Creatura Dekorasi,Wall Finishing,"[""Wall Finishing""]",High Gloss Acrylic,,,Substitution Interior Material for Duco & Marmer,VERIFIED_GREEN,Jessica,ACTIVE,,List,94,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0074,CSL Leather,Fabric,"[""Fabric""]","Leather, Synthetic Leather","https://leder-haus.com/synthetic-leather

https://online.fliphtml5.com/zueke/ywuj/#p=1",,,VERIFIED_GREEN,Jessica,ACTIVE,,List,95,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0074,CSL Leather,Flooring,"[""Flooring""]","Waterproof Flooring

Eco Composite Flooring (PVC & PP FREE)","https://online.fliphtml5.com/zueke/awqc/#p=1

https://online.fliphtml5.com/zueke/azke/#p=1

https://online.fliphtml5.com/zueke/glbm/#p=1",,,VERIFIED_GREEN,Jessica,ACTIVE,,List,96,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,YES
v0075,D'Grassada,Stones,"[""Stones""]",Marble - Granite,https://grasada.com/materials.html,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,97,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0076,Dastor Indonesia,Hardware,"[""Hardware""]",Fitting,,https://drive.google.com/drive/u/0/folders/14BugIjhBamkAS0ZosD5KJE2Eeghycmh8,,VERIFIED_GREEN,Jessica,ACTIVE,,List,98,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0077,Deepa Lighting,Lighting,"[""Lighting""]",Interior Lighting,,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,99,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0078,Deka Sistemi,Hardware,"[""Hardware""]",Door Handle - Hinge,,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,100,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0079,Dekkson,Door,"[""Door""]",Steel Door,https://dekkson.com/home/brochures,https://drive.google.com/drive/folders/1_QawTQrl3rYcjLkZi35eSLf4wCMzWMgG?usp=drive_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,101,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0079,Dekkson,Hardware,"[""Hardware""]","Handle & Knobs

Accessories for Glass

Furniture Fitting",https://dekkson.com/home/brochures,https://drive.google.com/drive/folders/1_QawTQrl3rYcjLkZi35eSLf4wCMzWMgG?usp=drive_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,102,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,YES
v0079,Dekkson,Sanitary,"[""Sanitary""]","Floor Drain, Shower, Faucet, Fitting, Bathroomm Accessories",https://dekkson.com/home/brochures,https://drive.google.com/drive/folders/1_QawTQrl3rYcjLkZi35eSLf4wCMzWMgG?usp=drive_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,103,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0079,Dekkson,Smart Living,"[""Smart Living""]",Smart Home System,https://dekkson.com/home/brochures,https://drive.google.com/drive/folders/1_QawTQrl3rYcjLkZi35eSLf4wCMzWMgG?usp=drive_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,104,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0080,Delica Aluminium,Door & Window,"[""Door & Window""]",Aluminium Door & Window,https://catalog.delica.co.id,https://drive.google.com/drive/folders/10PbHLVNwgNe-eUq94V4e7Obwic1s08Yh?usp=drive_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,105,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0081,Desso by Tarkett,Flooring,"[""Flooring""]",Carpet Tiles & Rolles,,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,106,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0082,Dextron,Smart Living,"[""Smart Living""]",Smart Home System,https://www.dextronteknologi.com/download-katalog/,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,107,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0083,DH Casa,Furniture,"[""Furniture""]",Sofa - Table - Coffee Table - Custom Furniture (Unique Design),https://drive.google.com/drive/folders/1w3ns2wp_85cDNj5jopXXzfrAtuBPqSrv,https://drive.google.com/drive/folders/1jYPrIvKRXcWws_Hk34FPYSOmA_0JGePX,,VERIFIED_GREEN,Jessica,ACTIVE,,List,108,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0084,Diva Furniture,Furniture,"[""Furniture""]",Sofa,,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,109,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0085,Diverso,Wall Finishing,"[""Wall Finishing""]",Interior Decorative Paint,,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,110,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0085,Diverso,Wall Finishing,"[""Wall Finishing""]",Exterior Decorative Paint,,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,111,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0086,Djalin,Furniture,"[""Furniture""]",Loose Furniture - Rattan,,https://drive.google.com/drive/folders/1NzZnXo7iB_gM3A0aDDIIVSQZmi_Xnsc3?usp=drive_link,"Dining Set, Lounge Chair, Bed, Sofa, Bar Stool",INACTIVE_RED,,ARCHIVED,,List,112,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0087,Doorhandle,Hardware,"[""Hardware""]",Handle & Knobs,,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,113,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0088,Dormakaba Group,Hardware,"[""Hardware""]","Door Accessories, Floor Hinges, Door Closer, Mortis, Cubicle Shower, Door Access, Automatic Door",,Dormakaba Group,,VERIFIED_GREEN,Jessica,ACTIVE,,List,114,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0089,Dphaus,Flooring,"[""Flooring""]","Ceramic & Porcelain - Marble, Wood, Terazzo, Stones, Cement",,https://drive.google.com/file/d/1Pz3EFvC6Y2-wRRg8tpSRCkUcyLX7Vb3m/view,,VERIFIED_GREEN,Jessica,ACTIVE,,List,115,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0090,Duma,Deck,"[""Deck""]",WPC,https://duma.co.id/wp-content/uploads/2023/09/DUMA-DECK-BROCHURE.pdf,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,116,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0090,Duma,Wall Finishing,"[""Wall Finishing""]",WPC,"https://duma.co.id/wp-content/uploads/2023/07/DUMA-PANEL-BROCHURE.pdf
https://duma.co.id/wp-content/uploads/2023/09/DUMA-XTC-BROCHURE.pdf
https://duma.co.id/wp-content/uploads/2023/09/DUMA-LISPLANK-BROCHURE.pdf",,"Bisa untuk Plafon, Partisi",INACTIVE_RED,,ARCHIVED,,List,117,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0091,Ecourban,Wall Finishing,"[""Wall Finishing""]",Wall Panel PVC,"https://ecourban.id/pages/solid-color-series
https://ecourban.id/pages/wood-grain-series
https://ecourban.id/pages/cloth-pattern-series
https://ecourban.id/pages/marble-stone-series",,,VERIFIED_GREEN,Jessica,ACTIVE,,List,118,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0092,EDL,Finishing,"[""Finishing""]",HPL,"https://www.edleuro.com/materials/laminates/solid/

https://www.edleuro.com/materials/laminates/wood/",,,VERIFIED_GREEN,Jessica,ACTIVE,,List,119,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0093,Elca,Lighting,"[""Lighting""]",Indoor lighting - Magnetic light - Outdoor light - Underwater light,https://www.elcacorp.com/products/,https://drive.google.com/drive/folders/1RDPp-UGZl1cF6IQNebqeYmygmGs6Y0lg?usp=share_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,120,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0094,Eleganza Tiles,Finishing,"[""Finishing""]",Premium Tiles,https://www.eleganzaindonesia.com/products?general_application_id=&design_id=&color_id=&size_id=&surface_id=&search=,https://drive.google.com/file/d/1Oc6Hv_MU2K8qhoqZZIJUXAsjXqjcSzVN/view?usp=drivesdk,,VERIFIED_GREEN,Jessica,ACTIVE,,List,121,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0095,Elite Glass,Glass,"[""Glass""]",Decorative Glass,,https://drive.google.com/drive/folders/1Graqg6o0VzbJvt-TdvCjKVGATyjaj8Tf?usp=sharing,,VERIFIED_GREEN,Jessica,ACTIVE,,List,122,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0096,Ellogrin,Accessories,"[""Accessories""]","LED Furniture, Vase, Outdoor Lamp","https://ellogrin.id/wp-content/uploads/2025/09/ELLOGRIN-Catalog.pdf
https://ellogrin.id/products/",,,VERIFIED_GREEN,Jessica,ACTIVE,,List,123,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0097,Enchanting,Sanitary,"[""Sanitary""]",Faucet - Basin - Closset,https://www.tokopedia.com/europeenchanting,https://drive.google.com/file/d/17Qj-cvTKP25zFmJxwbPm6fGciA7HDxQR/view,,VERIFIED_GREEN,Jessica,ACTIVE,,List,124,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0098,ENVIRO,"Ceiling

Facade

Partition

Roofing","[""Ceiling"", ""Facade"", ""Partition"", ""Roofing""]",Woven Crafts,https://www.envirocraft.co.id/collections,https://drive.google.com/drive/folders/1VT4FPeI6F5DDq8UzOmDc9fVMjePoyaNZ?usp=drive_link,"Rattan, Cane, Fiber, Synthetic, Metal, Plastic, Recycled Plastic, and Leather.",VERIFIED_GREEN,Jessica,ACTIVE,,List,125,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,YES
v0099,Estica International,Door & Window,"[""Door & Window""]",Aluminium Door & Window,https://drive.google.com/file/d/14YG1seVQsDgiT1KRxx63CW60ne-dxry-/view?usp=drivesdk,https://drive.google.com/file/d/12XNgaPsm-MWCEYF4JoB1Vo1D9U_CdAtF/view?usp=drivesdk,ini holding ada beberapa merek,VERIFIED_GREEN,Jessica,ACTIVE,,List,126,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0100,Eterna,Finishing,"[""Finishing""]",Toilet Cubicle System,,https://drive.google.com/drive/folders/1nPRgIAHKxRkK9rTx8ICboA_bA7Xc6WbK?usp=sharing,,VERIFIED_GREEN,Jessica,ACTIVE,,List,127,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0101,Etivo Indonesia,Hardware,"[""Hardware""]",Handle & Knobs,,https://drive.google.com/file/d/1W7QpTPHNVeXlJL9oOvPXvtDiESq_-Kcc/view,Interior Cabinet Handles Specialist,VERIFIED_GREEN,Jessica,ACTIVE,,List,128,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0102,Evergreen Trees,Decorative,"[""Decorative""]",Artificial Plants,https://drive.google.com/drive/folders/1pOsdmNxhnz-s1wqGmfoqA51yCHC_vWLN?usp=share_link,CATALOG EVERGREEN TREES,https://www.tokopedia.com/evergreentrees,VERIFIED_GREEN,Jessica,ACTIVE,,List,129,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0103,Every,Furniture,"[""Furniture""]",Loose Furniture - Chairs,,https://drive.google.com/drive/folders/183nsxxeGbvhShBZ4bkwp4Kf-kb-UhOr0?usp=drive_link,Bisa custom fixed furniture juga,VERIFIED_GREEN,Jessica,ACTIVE,,List,130,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0105,Expose Concrete,Wall Finishing,"[""Wall Finishing""]",Expose Concrete,,https://drive.google.com/drive/folders/1uma1VxICRrluA6QR4LGx83uuY8eOEpef?usp=drive_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,131,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0106,Fabrica Indonesia,Door,"[""Door""]",Roller Blind - Folding Door - Folding Secutiry Door - Folding Mesh Door - Pintu Expanda,,Fabrica,,VERIFIED_GREEN,Jessica,ACTIVE,,List,132,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0107,Fenstela,Door & Window,"[""Door & Window""]",Aluminium Door & Window,,https://fenstela.co.id/?fbclid=PAZXh0bgNhZW0CMTEAAaYCpIPXMc7rwZVar7yl4aeL25U-StOMIWOZtWyY0SiNL1ddyKtOykTNp8A_aem_oCYpR23FcIEgpzK1wPjG3g,,VERIFIED_GREEN,Jessica,ACTIVE,,List,133,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0108,Ferrum,Iron Design,"[""Iron Design""]",Wrought Iron,https://besitempa.com/product,,"Staircase, Balcony, Door & Trellis, Gate & Fence, Canopy",VERIFIED_GREEN,Jessica,ACTIVE,,List,134,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0109,Fideco,Wall Finishing,"[""Wall Finishing""]",2D Wall Panel - 3D Wall Panel - Stopne Veneer,,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,135,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0110,Fio,Accessories,"[""Accessories""]","Rugs/Carpet, Decorative Carpet",,"https://drive.google.com/drive/folders/1bcN1objs3HkHbk9-qay78reiSujjlJNA?usp=drive_link
https://drive.google.com/drive/folders/1bcN1objs3HkHbk9-qay78reiSujjlJNA?usp=drive_link",,VERIFIED_GREEN,Jessica,ACTIVE,,List,136,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0111,Fobuma,Ecommers,"[""Ecommers""]",Produk konstruksi bangunan - teknik - arsitektur - interior,,,"Power Port, Grid Ceiling, Bingkai Alluminium, LED Flexi, Metal Ceiling, Fasad Sunscreen",VERIFIED_GREEN,Jessica,ACTIVE,,List,137,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0112,Foresco,Wall Finishing,"[""Wall Finishing""]",MDF,,https://drive.google.com/drive/folders/1bMRkYEmpiBUL5x70Wts2sQP6Kdrp8HgP?usp=drive_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,138,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0113,Forluxe,Wall Finishing,"[""Wall Finishing""]",WPC,,https://drive.google.com/drive/folders/1xK-buiFyhz51YmM42ztDNcAoO-LvHM7L?usp=drive_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,139,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0114,Forme Furniture,Furniture,"[""Furniture""]",Home Furniture,,"https://drive.google.com/file/d/1Iw414pY6yZd9Q804KF93wjF6ECARamOG/view
https://drive.google.com/file/d/1EURYHJ7RcQoIkcFhgIRWiyiQjOxb6QKu/view",,VERIFIED_GREEN,Jessica,ACTIVE,,List,140,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0115,Formwell,Door & Window,"[""Door & Window""]",Aluminium Frames Door & Window,,https://drive.google.com/drive/folders/1xgk18f2fgNgaSW3rjOjB8ZD_MUBD-2ky?usp=drive_link,"Aluminium Frame Profile Display - Display & Storage, Acrylic Solid Surface, High Pressure Laminate",VERIFIED_GREEN,Jessica,ACTIVE,,List,141,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0116,Fortress Pintu Baja,Door,"[""Door""]",Steel Door,,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,142,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0117,Frame Work,Door & Window,"[""Door & Window""]",Aluminium Door & Window,,,"Aluminium: Deco & Segra
Glass-Stainless: Aquile",VERIFIED_GREEN,Jessica,ACTIVE,,List,143,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0118,Fronterra,Door,"[""Door""]",Alluminium-Wood,https://online.fliphtml5.com/imiiz/slnv/,,Hybrid Entrance Door,VERIFIED_GREEN,Jessica,ACTIVE,,List,144,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0119,Fu Texture,Wall Finishing,"[""Wall Finishing""]",Texture Paint,,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,145,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0120,Fusion Local,Furniture,"[""Furniture""]","Loose Furniture (Sofa, Chairs, Table, Dining Table)",,https://drive.google.com/drive/folders/1XCt_kfIj3pPBzK6h-Fm55Wdtze1XNmqA?usp=drive_link,Ada design & build juga,VERIFIED_GREEN,Jessica,ACTIVE,,List,146,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0120,Fusion Local,Lighting,"[""Lighting""]",Chanderlier - Pendant - Hanging & ceiling lamp,,https://drive.google.com/drive/folders/1XCt_kfIj3pPBzK6h-Fm55Wdtze1XNmqA?usp=drive_link,Ada design & build juga,VERIFIED_GREEN,Jessica,ACTIVE,,List,147,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0121,GAIA Wallpanel,Wall Finishing,"[""Wall Finishing""]",SPC - Wall Panel,,https://drive.google.com/drive/folders/1NiIz0Mpg1zxQGD28sYb1cXk5Am2OGg5s?usp=sharing,,VERIFIED_GREEN,Jessica,ACTIVE,,List,148,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0122,Galeri Jati Asli,Furniture,"[""Furniture""]",Solid Wood Jati,,,"Door, Stair, Floor & Deck, Wooden Structure",VERIFIED_GREEN,Jessica,ACTIVE,,List,149,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0123,Galleria,Sanitary,"[""Sanitary""]",Bathroom - Kitchen - Water Heater - Hand Dryer,,,"KOHLER, Grohe, Axor, Crestial, dll",VERIFIED_GREEN,Jessica,ACTIVE,,List,150,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0124,Gammapaint,Wall Finishing,"[""Wall Finishing""]",Texture Paint,,https://drive.google.com/drive/folders/1wKtZiYKqAKM12kLYm1zZy-Y07mLJ14eg?usp=drive_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,151,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0125,Gatra Marmer,Flooring,"[""Flooring""]",Granit,,,Bisa juga untuk top table,VERIFIED_GREEN,Jessica,ACTIVE,,List,152,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0125,Gatra Marmer,Flooring,"[""Flooring""]",Marmer,,,Bisa juga untuk top table,VERIFIED_GREEN,Jessica,ACTIVE,,List,153,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0126,Germany Brilliant,Sanitary,"[""Sanitary""]","Toilet, Sink, Shower, Faucet, Rack",https://germanybrilliant.com/produk,"https://germanybrilliant.com/Katalog/download/14?fbclid=PARlRTSAN1TSJleHRuA2FlbQIxMQABp24aXjceAkc7_JFz6LqWC1Ue-gDE_YEVuIMttL-
https://germanybrilliant.com/Katalog/download/12?fbclid=PARlRTSAN1TThleHRuA2FlbQIxMQABp24aXjceAkc7_JFz6LqWC1Ue-gDE_YEVuIMttL-HSxnUodgjaPxKqjp_xg2Z_aem_dyb8o1CzqPBRncG3sobuWQHSxnUodgjaPxKqjp_xg2Z_aem_dyb8o1CzqPBRncG3sobuWQ",,VERIFIED_GREEN,Jessica,ACTIVE,,List,154,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0127,Globalindo Sinar Perkasa,Flooring,"[""Flooring""]",Rubber Tiles Floor,https://www.tokopedia.com/globalindoperkasa,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,155,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0128,Glorall Indonesia,Furniture,"[""Furniture""]",Salon Furniture,,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,156,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0129,GMR Marble,Wall Finishing,"[""Wall Finishing""]","Granit, Marmer, Onyx",,https://drive.google.com/drive/folders/1zgaN6uX-aM5wNhceV5ZkWuXSCgS0C0ft,,VERIFIED_GREEN,Jessica,ACTIVE,,List,157,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0130,Grandome Indonesia,Furniture,"[""Furniture""]",Home Furniture,,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,158,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0131,Granito,Flooring,"[""Flooring""]",Ceramics,"https://granito.co.id/wp-content/uploads/2025/06/Katalog-Granito-The-Perfect-2-Jun-2025-DIGITAL-SHARE-2.pdf
https://granito.co.id/wp-content/uploads/2024/09/Flyer-Granito-Stardust-A4-Digital-Share.pdf
https://granito.co.id/wp-content/uploads/2025/04/Flyer-Safetech-Delphi-A4-1.pdf",https://drive.google.com/drive/folders/1cWSx5ofldhVi8xMlSj9t2lJyAvypFBd6?usp=drive_link,"Granite Stones, Mosaic Modular",VERIFIED_GREEN,Jessica,ACTIVE,,List,159,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0132,Granroof,Canopy,"[""Canopy""]",,https://online.fliphtml5.com/imiiz/slnv/,,Carport Canopy,VERIFIED_GREEN,Jessica,ACTIVE,,List,160,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0133,Green Alu,Door & Window,"[""Door & Window""]",Aluminium Window & Door,,https://drive.google.com/drive/folders/1iwHQg3nO1cCZpI1wTak56vCA3iJjz8Oo?usp=drive_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,161,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0134,Green Leaves,Accessories,"[""Accessories""]","Rugs/Carpet, Decorative Carpet",,Green Leaves Carpet,,VERIFIED_GREEN,Jessica,ACTIVE,,List,162,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
